2.750000000000000000e+03,2.800000000000000000e+03,2.850000000000000000e+03
6.752802318041807583e-02,6.977304389318092492e-02,7.203673965389104095e-02
6.956352942383903226e-02,7.136209461100377627e-02,7.307982328013575002e-02
7.147791661160389498e-02,7.301142864211043748e-02,7.445364485569297419e-02
7.272990843694095153e-02,7.470151714160813694e-02,7.665018029713750736e-02
7.444831496181945896e-02,7.642230432567714837e-02,7.838353811042281238e-02
7.654363242261211231e-02,7.818484776754820731e-02,7.978448528028739273e-02
7.839370957672983642e-02,8.001008091852788995e-02,8.158908179528012727e-02
8.033008955138402907e-02,8.190573309352007503e-02,8.342556509270745990e-02
8.225305676536669164e-02,8.384586050186436379e-02,8.538680263284278982e-02
8.419603903800686184e-02,8.582746720459252798e-02,8.741259809386517365e-02
8.582149516353529406e-02,8.784256573632727438e-02,8.984388839462627285e-02
8.819059310109302052e-02,8.988666085447831466e-02,9.151754445006261840e-02
8.972070108698973478e-02,9.196882041056396451e-02,9.419180144963365531e-02
9.202548786273355430e-02,9.412390090988008440e-02,9.617063008221614362e-02
9.369105688435444557e-02,9.633321725034052485e-02,9.900071763517165335e-02
9.610485980314203980e-02,9.858895321357757924e-02,1.010581100518841424e-01
9.833781072356477526e-02,1.009103266401353977e-01,1.034636609685971181e-01
1.006496606324302906e-01,1.032827443646646554e-01,1.058950888997657741e-01
1.027501358865871156e-01,1.057016668579899843e-01,1.087005050704915599e-01
1.054865961059651414e-01,1.081819068513546200e-01,1.108567465821575782e-01
1.079193792776539790e-01,1.107233113382314060e-01,1.134977284055352920e-01
1.104725612832637011e-01,1.133202294070964344e-01,1.161438970102499219e-01
1.127863735562393971e-01,1.159778177054939241e-01,1.191767466862208580e-01
1.151110034399049770e-01,1.186260380838541073e-01,1.221426930510802478e-01
1.185318703541903829e-01,1.213903476751435756e-01,1.242243330752877128e-01
1.212869585435276815e-01,1.242337830002874371e-01,1.271430618880538543e-01
1.243778265399963501e-01,1.271441939626228035e-01,1.298758795713370884e-01
1.273183947433458862e-01,1.301250400369513560e-01,1.329029369518909265e-01
1.303056298876889008e-01,1.331748317569172169e-01,1.360194299061925904e-01
1.333443112150942411e-01,1.362911092462164298e-01,1.392112191421600309e-01
1.364329260319357140e-01,1.394761396994129710e-01,1.424809428134847789e-01
1.398808574899261248e-01,1.427284357632347955e-01,1.455080235456518434e-01
1.431397656621354042e-01,1.460562512875679675e-01,1.488984788217450617e-01
1.460389416844488641e-01,1.494513475551020598e-01,1.527891207094742299e-01
1.500825240364459245e-01,1.529134790448825332e-01,1.556892514275772799e-01
1.535645020219973955e-01,1.564628287145609919e-01,1.593012478184112346e-01
1.555813174477461147e-01,1.600077216619535669e-01,1.643979123547027188e-01
1.601111777732860120e-01,1.636784926246732663e-01,1.672023631522233100e-01
1.636832148486013216e-01,1.674462306861417560e-01,1.711746884772614996e-01
1.676202935019193430e-01,1.713005332127756630e-01,1.749397921040719839e-01
1.714832018640058686e-01,1.752456013713147576e-01,1.789596819665525973e-01
1.754314873544363940e-01,1.792723516761639546e-01,1.830609270625218332e-01
1.794751940747995878e-01,1.833791870508991173e-01,1.872312454700624240e-01
1.835892576781305296e-01,1.875757813279338437e-01,1.915053171897637962e-01
1.877908484485121821e-01,1.918587003643511812e-01,1.958661107874493101e-01
