2.750000000000000000e+03,2.800000000000000000e+03,2.850000000000000000e+03
9.347015269394877146e-01,9.326054563925243457e-01,9.304967090561673260e-01
9.328008712002258118e-01,9.311246758518798572e-01,9.295266291998391939e-01
9.310168373742692127e-01,9.295902060113099274e-01,9.282505022476714718e-01
9.298519412769840065e-01,9.280204431875879179e-01,9.262138047789152395e-01
9.282554497375212765e-01,9.264248906992503807e-01,9.246097354582967220e-01
9.263124961487549935e-01,9.247934647356722548e-01,9.233153129866348285e-01
9.246003308693546696e-01,9.231070405728617478e-01,9.216506039064519262e-01
9.228116856114173538e-01,9.213588082473765928e-01,9.199595612274090728e-01
9.210388540900507071e-01,9.195729876904472633e-01,9.181570701348880092e-01
9.192510293424831502e-01,9.177525599759718267e-01,9.162989544263392405e-01
9.177580408483063668e-01,9.159050602120657469e-01,9.140738716729738256e-01
9.155863556497558786e-01,9.140347753211254256e-01,9.125453059060167904e-01
9.141864809080779697e-01,9.121335890525394952e-01,9.101081854299705176e-01
9.120819022305036716e-01,9.101699843650621347e-01,9.083090180029963490e-01
9.105640312792814273e-01,9.081613506167137695e-01,9.057420580309579750e-01
9.083687597051885998e-01,9.061150871803919093e-01,9.038805068165843837e-01
9.063426797575115934e-01,9.040140952325277368e-01,9.017087893705112434e-01
9.042497716927276885e-01,9.018719382201431101e-01,8.995190126551908527e-01
9.023524108011063971e-01,8.996930162867611269e-01,8.969990239325369430e-01
8.998865347497001510e-01,8.974643266710733425e-01,8.950669611467746423e-01
8.976999667328906529e-01,8.951864025937376068e-01,8.927062242753994736e-01
8.954108987784333840e-01,8.928646927996946037e-01,8.903470957939418895e-01
8.933414810967565955e-01,8.904949763002087959e-01,8.876508975416349534e-01
8.912672046900411704e-01,8.881398691548886282e-01,8.850220729922269047e-01
8.882235072079317506e-01,8.856881657909443373e-01,8.831816917929268262e-01
8.857797410551498940e-01,8.831733458316126661e-01,8.806076821875103988e-01
8.830461395785419443e-01,8.806066852745124685e-01,8.782044272660507467e-01
8.804532962630583492e-01,8.779856406996618956e-01,8.755500715432390502e-01
8.778270997197350489e-01,8.753120463876140622e-01,8.728256734030064301e-01
8.751637115464657724e-01,8.725885769086683119e-01,8.700442390512007629e-01
8.724648379757720118e-01,8.698137769749753057e-01,8.672040806046927841e-01
8.694618190916126865e-01,8.669894802658795196e-01,8.645829530253302808e-01
8.666329349045246433e-01,8.641090945683382873e-01,8.616565868507035653e-01
8.641240520832708105e-01,8.611803355293061735e-01,8.583107026801963801e-01
8.606369502593652632e-01,8.582039712265584486e-01,8.558250954807262723e-01
8.576454425494666189e-01,8.551633046314190967e-01,8.527394343778086361e-01
8.559174730745718884e-01,8.521372090253411802e-01,8.484043641272962510e-01
8.520490547834999040e-01,8.490149425706474684e-01,8.460283890415539743e-01
8.490109333414366244e-01,8.458220953398839503e-01,8.426743551133968335e-01
8.456748819768801217e-01,8.425683156544467867e-01,8.395075642316923714e-01
8.424144188931417254e-01,8.392508742897119012e-01,8.361396102222254934e-01
8.390948838145294575e-01,8.358782155603288189e-01,8.327174191652310098e-01
8.357086812130753994e-01,8.324524406973445867e-01,8.292519534540148118e-01
8.322775852576259625e-01,8.289662956333468946e-01,8.257152346102170082e-01
8.287880314091623513e-01,8.254234922907548455e-01,8.221223006171511916e-01
8.252408925279448582e-01,8.218236069405013833e-01,8.184729949073776822e-01
8.216927762990801076e-01,8.181734848932924464e-01,8.147372386091993324e-01
8.180349315363989460e-01,8.144667023076910262e-01,8.109840576038238602e-01
8.142917956732228513e-01,8.106922963456786313e-01,8.071747645201761134e-01
8.107118985064597494e-01,8.068818434769267078e-01,8.031644580077865747e-01
8.068648106047235924e-01,8.029894272349790141e-01,7.992315828961876756e-01
8.030089509138867987e-01,7.990412606565254761e-01,7.952111691921605052e-01
7.990092629954915759e-01,7.950349672606739082e-01,7.911884725117723782e-01
7.967302850332038666e-01,7.909781273426718107e-01,7.853867241395631194e-01
7.927425571286988992e-01,7.869546752342548857e-01,7.813387879221910248e-01
7.874162222032734526e-01,7.828073050771934271e-01,7.784001569340764926e-01
7.832538204920705960e-01,7.785809336364208910e-01,7.741155769210936732e-01
7.787253281066855992e-01,7.742719736835385058e-01,7.699611634594328846e-01
7.744307661370690710e-01,7.698826891449366272e-01,7.654919621589639789e-01
7.699783238389864559e-01,7.654337261428839634e-01,7.610312920801344250e-01
7.655150415013809440e-01,7.609164742396898884e-01,7.564607904143382244e-01
7.609903556225759980e-01,7.563371016759125043e-01,7.518270525626811196e-01
7.564048805734189251e-01,7.516954453337217901e-01,7.471297451695970704e-01
7.517571068396817768e-01,7.469919267970167587e-01,7.423695668583323304e-01
7.470483494395996349e-01,7.422264569069487727e-01,7.375460636510331458e-01
7.426804186290614229e-01,7.374180344407067489e-01,7.322696171425608913e-01
7.378644780757964705e-01,7.325462092592444074e-01,7.273400493011418222e-01
7.327736390348011941e-01,7.275988273262965489e-01,7.225312603104997455e-01
7.279300471819033502e-01,7.226042526566124335e-01,7.174145363902045824e-01
7.227574394866284058e-01,7.175406440987068812e-01,7.123823360434712315e-01
7.177144119397953492e-01,7.124126094815136367e-01,7.071666690507468767e-01
7.126158215528599627e-01,7.072272425389101169e-01,7.018920796064475054e-01
7.075015187143117723e-01,7.019902768716919095e-01,6.965474142322798379e-01
7.022416338794303936e-01,6.966937309066086881e-01,6.911875226771241332e-01
6.969863393606861024e-01,6.913438617623813842e-01,6.857423458417886142e-01
6.916802055345512290e-01,6.859424607791074768e-01,6.802451173480468238e-01
6.863249477456474512e-01,6.804914413574489895e-01,6.746979356494390290e-01
6.809583664429148531e-01,6.749957717799695001e-01,6.690795243098649481e-01
6.755059476988604095e-01,6.694507326810787973e-01,6.634412954002461005e-01
6.700811730249824905e-01,6.638654157243081277e-01,6.577239937757553001e-01
